Shops & Services,Ballroom,Ballrooms,سالن رقص,سالنهای رقص
Shops & Services,Building,Buildings,ساختمان,ساختمانها
Shops & Services,Business Center,Business Centers,مرکز تجاری,مراکز کسب و کار
Shops & Services,Cultural Center,Cultural Centers,مرکز فرهنگی,مراکز فرهنگی
Shops & Services,Distribution Center,Distribution Centers,مرکز توزیع,مراکز توزیع
Shops & Services,Factory,Factories,کارخانه,کارخانه ها
Shops & Services,Government Building,Government Buildings,ساختمان دولتی,ساختمان های دولتی
Shops & Services,Industrial Estate,Industrial Estates,شهرک صنعتی,شهرکهای صنعتی
Shops & Services,Library,Libraries,کتابخانه,کتابخانه ها
Shops & Services,Medical Center,Medical Centers,مرکز پزشکی,مراکز درمانی
Shops & Services,Military Base,Military Bases,پایگاه نظامی,پایگاه های نظامی
Shops & Services,Advertising Agency,Advertising Agencies,آژانس تبلیغاتی,آژانس های تبلیغاتی
Shops & Services,Campaign Office,Campaign Offices,دفتر مبارزات انتخاباتی,دفاتر کمپین
Shops & Services,Parking,Parkings,پارکینگ,پارکینگها
Shops & Services,Post Office,Post Offices,اداره پست,دفاتر پست
Shops & Services,Prison,Prisons,زندان,زندانها
Shops & Services,Radio Station,Radio Stations,ایستگاه رادیویی,ایستگاه های رادیویی
Shops & Services,Church,Churches,کلیسا,کلیساها
Shops & Services,Monastery,Monasteries,صومعه,صومعه ها
Shops & Services,Mosque,Mosques,مسجد,مساجد
Shops & Services,Prayer Room,Prayer Rooms,نمازخانه,نمازخانه ها
Shops & Services,Shrine,Shrines,زیارتگاه,زیارتگاه ها
Shops & Services,TV Station,TV Stations,ایستگاه تلویزیونی,ایستگاه های تلویزیون
Shops & Services,Warehouse,Warehouses,انبار,ساختمان و ذخیره سازی
Shops & Services,Wedding Hall,Wedding Halls,سالن عروسی,سالن های عروسی
Shops & Services,ATM,ATMs,دستگاه خودپرداز,دستگاههای خودپرداز
Shops & Services,Adult Boutique,Adult Boutiques,بوتیک بزرگسالان,بوتیک های بزرگسالان
Shops & Services,Antique Shop,Antique Shops,مغازه عتیقه فروشی,مغازه های عتیقه فروشی
Shops & Services,Arts & Crafts Store,Arts & Crafts Stores,هنر و صنایع دستی فروشگاه,هنر و صنایع دستی فروشگاهها
Shops & Services,Astrologer,Astrologers,ستاره شناس,ستاره شناسان
Shops & Services,Auto Garage,Auto Garages,تعمیرگاه خودرو,تعمیرگاه خودرو
Shops & Services,Automotive Shop,Automotive Shops,نمایشگاه خودرو,نمایشگاه خودرو
Shops & Services,Baby Store,Baby Stores,فروشگاه کودک,فروشگاه های کودک
Shops & Services,Bank,Banks,بانک,بانک ها
Shops & Services,Bike Shop,Bike Shops,فروشگاه دوچرخه,دوچرخه فروشی ها
Shops & Services,Bookstore,Bookstores,کتابفروشی,کتاب فروشی ها
Shops & Services,Bridal Shop,Bridal Shops,فروشگاه لباس عروس,فروشگاههای لباس عروس
Ski Areas,Ski Chairlift,Ski Chairlifts,تله کابین اسکی,تله کابینهای اسکی
Sports Clubs,Yoga Studio,Yoga Studios,استودیو یوگا,استودیوهای یوگا
Sports Clubs,Track,Tracks,زمین دو,زمینهای دو
Sports Clubs,Martial Arts Dojo,Martial Arts Dojos,مرکز هنرهای رزمی,مراکز هنرهای رزمی
Sports Clubs,Gym,Gyms,سالن ورزش,سالن های ورزشی
Sports Clubs,Gymnastics Gym,Gymnastics Gyms,باشگاه ژیمناستیک,باشگاههای ژیمناستیک
Sports Clubs,Climbing Gym,Climbing Gyms,باشگاه کوهنوردی,باشگاههای کوهنوردی
Sports Clubs,Boxing Gym,Boxing Gyms,سالن بوکس,سالنهای بوکس
Stadiums,Tennis Stadium,Track Stadiums,ورزشگاه دو و میدانی,ورزشگاه های دو و میدانی
Stadiums,Tennis Stadium,Tennis Stadiums,استادیوم تنیس,استادیوم های تنیس
Stadiums,Soccer Stadium,Soccer Stadiums,ورزشگاه فوتبال,استادیوم های فوتبال
Stadiums,Rugby Stadium,Rugby Stadiums,ورزشگاه راگبی,ورزشگاه های راگبی
Stadiums,Football Stadium,Football Stadiums,استادیوم فوتبال آمریکایی,استادیومهای فوتبال آمریکایی
Stadiums,Cricket Ground,Cricket Grounds,زمین کریکت,زمینهای کریکت
Stadiums,Baseball Stadium,Baseball Stadiums,ورزشگاه بیس بال,استادیوم های بیسبال
Stadiums,Basketball Stadium,Basketball Stadiums,ورزشگاه بسکتبال,استادیوم های بسکتبال
States & Municipalities,City,Cities,شهرستان,شهرستانها
States & Municipalities,Country,Countries,کشور,کشورها
States & Municipalities,Neighborhood,Neighborhoods,محله,محله ها
States & Municipalities,State,States,استان,استان ها
States & Municipalities,Town,Towns,شهر,شهرها
States & Municipalities,Village,Villages,دهکده,روستاها
Travel & Transport,Airport,Airports,فرودگاه,فرودگاه ها
Travel & Transport,Bus Stop,Bus Stops,ایستگاه اتوبوس,ایستگاه های اتوبوس
Travel & Transport,Residence,Residences,محل اقامت,اقامت گاه ها
Travel & Transport,Cruise,Cruises,سفر دریایی,سفرهای دریایی
Travel & Transport,General Travel,General Travel,سفر,خدمات عمومی سفر
Travel & Transport,Hotel,Hotels,هتل,هتل ها
Travel & Transport,Metro Station,Metro Stations,ایستگاه مترو,ایستگاه های مترو
Travel & Transport,Pier,Piers,اسکله,اسکله ها
Travel & Transport,Port,Ports,بندر,بنادر
Travel & Transport,Rental Car Location,Rental Car Locations,محل اجاره اتومبیل,محلهای اجاره اتومبیل
Travel & Transport,Rest Area,Rest Areas,محل استراحت,محل های استراحت
Travel & Transport,Road,Roads,جاده,جاده ها
Travel & Transport,Street,Streets,خیابان,خیابانها
Travel & Transport,Taxi Stand,Taxi Stands,ایستگاه تاکسی,ایستگاه تاکسی
Travel & Transport,Taxi,Taxis,تاکسی,تاکسیها
Travel & Transport,Tourist Information Center,Tourist Information Centers,مرکز اطلاعات گردشگری,مراکز اطلاعات توریستی
Travel & Transport,Train Station,Train Stations,ایستگاه قطار,ایستگاه های قطار
Travel & Transport,Transportation Service,Transportation Services,خدمت حمل و نقل,خدمات حمل و نقل
Turkish Restaurants,Kebab Restaurant,Kebab Restaurants,کبابی,کبابی ها
Turkish Restaurants,Doner Restaurant,Doner Restaurants,دونر فروشی,دونر فروشی
